array,Year,Julian Day,Time,Logger Battery Voltage,Net Radiometer,Incoming Shortwave Radiation,Reflected Shortwave Radiation,Relative Humidity,Ambient Air Temperature,Barometric Pressure,Wind Direction,Wind Speed,Wind Speed at Rain Gauge,Precipitation (Tipping Bucket),Belfort Rain Gauge,Sonic Range Sensor for Snow Depth,Shallow Soil Temperature,Medium Depth Soil Temperature,Deep Soil Temperature,Shallow Soil Moisture,Medium Depth Soil Moisture,Deep Soil Moisture,Spare One,Spare Two,Spare Three
111,1998,58,15,13,-3.076,-2.5,0,61.36,2.046,101.4,107.9,2.639,2.217,9,12.1,-0.037,-0.182,-0.054,0.309,0.665,0.25,0.446,,,
111,1998,58,30,12.99,-3.08,-2.5,-0.629,61.69,1.972,101.4,109.9,2.082,1.647,9,12.1,-0.033,-0.18,-0.057,0.308,0.664,0.25,0.446,,,
111,1998,58,45,12.99,-3.085,-2.5,0,62.97,1.822,101.4,97.5,1.986,1.491,9,12.1,-0.034,-0.18,-0.056,0.308,0.664,0.251,0.446,,,
111,1998,58,100,12.98,-3.089,-2.5,0,62.5,1.699,101.4,91.7,2.513,1.975,9,12.1,-0.033,-0.181,-0.058,0.31,0.664,0.251,0.446,,,
111,1998,58,115,12.98,-3.094,-2.5,0,63.37,1.737,101.3,92.5,3,2.501,9,12.1,-0.034,-0.18,-0.057,0.308,0.664,0.251,0.446,,,
111,1998,58,130,12.97,-3.097,-2.5,0,65.99,1.371,101.3,95.5,2.406,1.848,9,12.1,-0.033,-0.18,-0.056,0.308,0.663,0.251,0.446,,,
111,1998,58,145,12.97,-3.1,-2.5,0,67.2,1.436,101.3,94.9,2.722,2.252,9,12.1,-0.035,-0.18,-0.057,0.309,0.663,0.251,0.446,,,
111,1998,58,200,12.96,-3.102,-1.875,0,65.39,1.531,101.3,92.9,2.956,2.437,9,12.1,-0.033,-0.183,-0.056,0.307,0.663,0.251,0.446,,,
111,1998,58,215,12.96,-3.104,-2.5,0,65.73,1.559,101.3,97.7,3.148,2.68,9,12.1,-0.033,-0.181,-0.059,0.309,0.662,0.251,0.446,,,
111,1998,58,230,12.95,-3.105,-2.5,0,65.12,1.549,101.3,99.9,3.613,3.109,9,12.1,-0.033,-0.182,-0.058,0.307,0.662,0.252,0.446,,,
111,1998,58,245,12.95,-3.106,-2.5,0,63.84,1.671,101.3,103.3,3.737,3.271,9,12.1,-0.034,-0.181,-0.056,0.306,0.662,0.252,0.446,,,
111,1998,58,300,12.94,-3.106,-2.5,0,64.25,1.541,101.2,103,3.999,3.427,9,12.1,-0.034,-0.182,-0.058,0.308,0.661,0.252,0.446,,,
111,1998,58,315,12.94,-3.104,-1.875,0,62.77,1.606,101.2,104.9,3.977,3.491,9,12.1,-0.034,-0.18,-0.058,0.306,0.661,0.252,0.446,,,
111,1998,58,330,12.93,-3.104,-1.25,0,62.03,1.465,101.2,102,4.031,3.523,9,12.1,-0.034,-0.179,-0.057,0.308,0.661,0.252,0.446,,,
111,1998,58,345,12.92,-3.102,-1.25,0,61.09,1.644,101.2,100.8,4.485,3.92,9,12.1,-0.033,-0.182,-0.054,0.308,0.66,0.252,0.446,,,
111,1998,58,400,12.92,-3.098,-1.25,0,59.88,1.831,101.2,104.9,4.114,3.677,9,12.1,-0.033,-0.181,-0.058,0.307,0.66,0.252,0.446,,,
111,1998,58,415,12.91,-3.096,-1.25,0,59.34,1.991,101.2,116.9,3.374,2.902,9,12.1,-0.034,-0.18,-0.057,0.308,0.66,0.253,0.446,,,
111,1998,58,430,12.91,-3.093,-1.875,0,59.81,1.794,101.2,104.4,4.091,3.599,9,12.1,-0.033,-0.179,-0.056,0.307,0.66,0.253,0.446,,,
111,1998,58,445,12.9,-3.093,-2.5,0,59.14,1.652,101.2,112.6,3.671,3.209,9,12.1,-0.034,-0.181,-0.056,0.31,0.659,0.253,0.446,,,
111,1998,58,500,12.9,-3.094,-2.5,0,59.54,1.512,101.2,112.2,4.388,3.865,9,12.1,-0.033,-0.18,-0.06,0.308,0.659,0.253,0.446,,,
111,1998,58,515,12.89,-3.096,-1.875,0,61.49,1.342,101.1,106.2,4.637,4.138,9,12.1,-0.033,-0.181,-0.056,0.308,0.659,0.253,0.446,,,
111,1998,58,530,12.88,-3.098,-1.875,0,63.58,1.136,101.1,98.5,4.375,3.871,9,12.1,-0.037,-0.181,-0.057,0.308,0.658,0.253,0.446,,,
111,1998,58,545,12.88,-3.101,-1.875,0,62.7,1.164,101.1,101.4,4.417,3.894,9,12.1,-0.035,-0.181,-0.058,0.306,0.658,0.253,0.446,,,
111,1998,58,600,12.88,-3.102,-1.25,0,64.45,1.127,101,95.6,5.049,4.49,9,12.1,-0.035,-0.182,-0.057,0.307,0.658,0.254,0.446,,,
111,1998,58,615,12.88,-3.104,-1.25,0,64.25,1.042,101,98.8,4.538,4.017,9,12.1,-0.035,-0.183,-0.056,0.308,0.657,0.254,0.446,,,
111,1998,58,630,12.87,-3.106,-1.875,0,63.64,1.013,101,101,4.535,3.966,9,12.1,-0.034,-0.182,-0.056,0.308,0.657,0.254,0.446,,,
111,1998,58,645,12.87,-3.106,-1.25,0,64.45,1.024,101,98.2,4.37,3.839,9,12.1,-0.038,-0.18,-0.059,0.309,0.656,0.254,0.446,,,
111,1998,58,700,12.87,-3.106,0.625,0,66.13,0.978,101,97,4.773,4.202,9,12.1,-0.036,-0.181,-0.055,0.307,0.656,0.254,0.445,,,
111,1998,58,715,12.86,-3.108,6.251,1.257,66.6,0.789,101,85.3,4.801,4.102,9,12.1,-0.036,-0.18,-0.056,0.31,0.656,0.254,0.445,,,
111,1998,58,730,12.86,-3.106,13.13,2.515,68.15,0.789,100.9,89.9,5.195,4.477,9,12.1,-0.035,-0.181,-0.056,0.305,0.656,0.254,0.445,,,
111,1998,58,745,12.86,-3.106,19.38,3.772,69.09,0.817,100.9,90.3,5.484,4.68,9,12.1,-0.037,-0.183,-0.057,0.306,0.652,0.255,0.445,,,
111,1998,58,800,12.88,-3.106,25,5.029,66.4,0.939,100.9,99.2,4.703,4.148,9,12.1,-0.035,-0.184,-0.057,0.307,0.643,0.255,0.445,,,
111,1998,58,815,12.92,-3.105,26.25,5.029,66.8,1.089,100.9,98.2,4.603,4.064,9,12.1,-0.037,-0.182,-0.057,0.307,0.642,0.255,0.445,,,
111,1998,58,830,12.98,-3.106,41.88,8.17,67.88,1.005,100.9,89.6,4.589,3.883,9,12.1,-0.033,-0.181,-0.058,0.308,0.642,0.255,0.445,,,
111,1998,58,845,13.14,-3.102,61.26,11.32,66.26,1.183,100.9,90.8,3.928,3.297,9,12.1,-0.033,-0.181,-0.059,0.309,0.641,0.255,0.445,,,
111,1998,58,900,13.39,-3.109,94.4,17.6,64.78,1.296,100.9,94.4,4.69,4.083,9,12.1,-0.031,-0.179,-0.057,0.309,0.641,0.255,0.445,,,
111,1998,58,915,14,-3.112,110,20.75,65.05,1.437,100.9,95.5,4.117,3.557,9,12.1,-0.035,-0.177,-0.056,0.307,0.641,0.255,0.445,,,
111,1998,58,930,14.05,-3.106,224.4,41.49,63.78,1.812,100.9,101.4,4.857,4.267,9,12.1,-0.035,-0.18,-0.057,0.311,0.641,0.255,0.445,,,
111,1998,58,945,14.04,-3.098,189.4,31.43,61.42,2.057,100.9,108.2,4.912,4.356,9,12.1,-0.037,-0.178,-0.057,0.31,0.641,0.256,0.445,,,
111,1998,58,1000,14.04,-3.087,235.6,37.72,63.37,2.339,100.9,103.2,5.531,4.957,9,12.1,-0.034,-0.179,-0.056,0.307,0.641,0.256,0.445,,,
111,1998,58,1015,14.03,-3.077,186.9,30.17,60.42,2.422,100.9,99.9,5.089,4.507,9,12.1,-0.038,-0.178,-0.054,0.31,0.641,0.256,0.445,,,
111,1998,58,1030,14.02,-3.066,289.4,46.51,58.67,2.619,100.9,100.6,6.069,5.376,9,12.1,-0.032,-0.176,-0.055,0.311,0.641,0.256,0.445,,,
111,1998,58,1045,14.02,-3.052,330.6,52.17,55.85,2.995,100.8,99.8,5.129,4.541,9,12.1,-0.037,-0.178,-0.054,0.311,0.642,0.256,0.444,,,
111,1998,58,1100,14.01,-3.039,330.6,52.17,54.9,3.269,100.8,96.6,5.546,4.868,9,12.09,-0.033,-0.181,-0.057,0.309,0.642,0.256,0.444,,,
111,1998,58,1115,14,-3.023,303.1,46.51,52.61,3.655,100.8,98.7,5.509,4.861,9,12.09,-0.033,-0.176,-0.054,0.312,0.642,0.257,0.444,,,
111,1998,58,1130,14,-3.009,323.7,50.91,49.98,4.043,100.8,98.4,5.472,4.854,9,12.09,-0.035,-0.179,-0.054,0.311,0.643,0.257,0.444,,,
111,1998,58,1145,13.99,-2.99,273.7,42.11,47.77,4.391,100.8,106.6,5.687,5.19,9,10.08,-0.031,-0.177,-0.053,0.311,0.644,0.257,0.444,,,
111,1998,58,1200,13.98,-2.977,150,23.25,47.36,4.466,100.8,106.8,5.292,4.801,9,253.1,-0.033,-0.174,-0.052,0.313,0.645,0.257,0.445,,,
111,1998,58,1230,13.96,-2.95,111.2,15.71,54.55,4.324,100.8,102.9,4.097,3.56,9,101,-0.033,-0.178,-0.056,0.313,0.645,0.257,0.445,,,
111,1998,58,1245,13.98,-2.939,110,15.71,50.25,4.512,100.7,94.8,4.085,3.506,9,183.9,-0.034,-0.173,-0.053,0.313,0.646,0.258,0.444,,,
111,1998,58,1300,13.98,-2.935,97.5,13.2,50.86,4.494,100.7,99,4.175,3.656,9,184,-0.033,-0.175,-0.055,0.313,0.646,0.258,0.444,,,
111,1998,58,1315,13.98,-2.932,145,19.48,53.81,4.342,100.7,100.5,3.57,3.069,9,183.6,-0.033,-0.175,-0.053,0.312,0.648,0.258,0.444,,,
111,1998,58,1330,13.98,-2.927,111,15.71,53.81,4.114,100.7,90.8,4.486,3.792,9,183.6,-0.036,-0.178,-0.056,0.313,0.648,0.258,0.443,,,
111,1998,58,1345,13.95,-2.927,100,14.45,54.82,3.965,100.6,89.8,3.955,3.427,9,184.8,-0.035,-0.177,-0.056,0.312,0.648,0.259,0.443,,,
111,1998,58,1400,13.99,-2.929,44.36,5.656,54.69,3.985,100.6,98.5,3.766,3.281,9,185,-0.034,-0.172,-0.055,0.312,0.649,0.259,0.444,,,
111,1998,58,1415,13.98,-2.909,66.23,9.43,56.7,3.689,100.6,95.6,4.011,3.427,9,-4.319,-0.034,-0.162,-0.055,0.31,6999,6999,6999,,,
111,1998,58,1430,13.91,-2.837,88.7,13.2,57.91,3.393,100.6,92.1,4.383,3.825,0,-4.319,-0.036,-0.129,-0.054,0.312,0.649,0.259,0.444,,,
111,1998,58,1445,13.63,-2.911,28.74,4.399,63.02,3.043,100.6,97.8,4.579,4.017,0,-4.319,-0.034,-0.113,-0.052,0.313,0.649,0.259,0.444,,,
111,1998,58,1500,13.65,-2.947,45.61,6.912,66.17,2.422,100.6,97.6,4.298,3.745,0,-4.223,-0.033,-0.08,-0.049,0.314,0.649,0.26,0.443,,,
111,1998,58,1515,14.02,-2.971,59.37,9.43,68.53,2.309,100.6,95.7,4.118,3.513,0,-4.223,-0.034,-0.062,-0.049,0.31,0.649,0.26,0.443,,,
111,1998,58,1530,14.05,-2.993,91.9,13.83,66.11,2.318,100.6,92.1,3.351,2.852,0,-4.223,-0.035,-0.046,-0.048,0.312,0.649,0.26,0.444,,,
111,1998,58,1545,13.73,-3.009,26.87,4.4,67.92,2.309,100.6,95.4,3.365,2.88,0,-4.223,-0.036,-0.023,-0.048,0.312,0.649,0.26,0.444,,,
111,1998,58,1600,13.63,-3.023,69.37,10.68,69.2,2.367,100.6,96.1,3.274,2.836,0,-4.223,-0.032,-0.001,-0.044,0.31,0.649,0.261,0.444,,,
111,1998,58,1615,14.07,-3.031,53.12,7.54,67.45,2.441,100.7,115.3,3.084,2.676,0,-4.223,-0.035,0.008,-0.042,0.31,0.649,0.261,0.444,,,
111,1998,58,1630,13.74,-3.036,46.25,6.914,67.45,2.376,100.6,100.6,3.298,2.846,0,-4.223,-0.035,0.033,-0.041,0.311,0.65,0.261,0.444,,,
111,1998,58,1645,13.52,-3.031,46.25,6.914,68.53,2.215,100.6,99.7,3.491,3.048,0,-4.223,-0.034,0.052,-0.04,0.311,0.65,0.261,0.444,,,
111,1998,58,1700,13.52,-3.036,24.37,3.143,66.92,2.122,100.7,107.3,3.24,2.782,0,-4.223,-0.034,0.058,-0.039,0.311,0.65,0.261,0.444,,,
111,1998,58,1715,13.38,-3.032,11.25,1.257,69.2,1.924,100.7,106.8,3.682,3.197,0,-4.223,-0.035,0.054,-0.039,0.311,0.65,0.261,0.444,,,
111,1998,58,1730,13.29,-3.031,4.375,0,71.4,1.822,100.7,94.1,3.182,2.683,0,-4.224,-0.036,0.043,-0.037,0.314,0.65,0.261,0.444,,,
111,1998,58,1745,13.23,-3.031,5.625,0.629,73.2,1.775,100.7,93.1,2.72,2.178,0,-4.224,-0.033,0.023,-0.034,0.313,0.651,0.261,0.444,,,
111,1998,58,1800,13.2,-3.033,1.875,0,74.1,1.84,100.7,96.2,2.273,1.815,0,-4.224,-0.035,-0.002,-0.035,0.312,0.651,0.261,0.444,,,
111,1998,58,1815,13.18,-3.036,1.875,0,74.5,1.605,100.7,83.8,2.476,1.894,0,-4.224,-0.035,-0.018,-0.039,0.314,0.651,0.262,0.444,,,
111,1998,58,1830,13.16,-3.045,-1.25,0,76.3,1.146,100.7,82.9,3.122,2.48,0,-4.224,-0.035,-0.028,-0.037,0.312,0.651,0.262,0.444,,,
111,1998,58,1845,13.14,-3.049,-1.25,0,76,1.181,100.7,91.7,3.237,2.697,0,-4.224,-0.034,-0.058,-0.042,0.313,0.651,0.262,0.444,,,
111,1998,58,1900,13.13,-3.062,0,0,75.5,1.164,100.7,97.4,2.962,2.537,0,-4.224,-0.034,-0.1,-0.044,0.311,0.651,0.262,0.444,,,
111,1998,58,1915,12.97,-3.037,-1.25,0,76.9,1.042,100.7,96.4,2.322,1.858,0,-4.224,0.003,-0.132,-0.047,0.312,0.651,0.262,0.444,,,
111,1998,58,1930,13.07,-3.062,-0.625,0,76.1,1.05,100.8,99,2.712,2.262,0,-4.224,-0.001,-0.145,-0.049,0.311,0.651,0.262,0.444,,,
111,1998,58,1945,13.09,-3.074,0,0,77.3,1.043,100.8,105.6,2.468,2.084,0,-4.224,0.002,-0.158,-0.048,0.313,0.651,0.262,0.444,,,
111,1998,58,2000,13.09,-3.081,-0.625,0,77.5,1.024,100.8,95.5,2.131,1.71,0,-4.224,0.002,-0.167,-0.05,0.311,0.651,0.262,0.444,,,
111,1998,58,2015,13.08,-3.085,-0.625,0,77,1.07,100.8,94.8,1.622,1.124,0,-4.224,0.002,-0.173,-0.05,0.311,0.651,0.263,0.444,,,
111,1998,58,2030,13.07,-3.088,-0.625,0,79.4,1.071,100.8,101.9,1.812,1.388,0,-4.224,0,-0.175,-0.049,0.311,0.651,0.263,0.444,,,
111,1998,58,2045,13.07,-3.089,-1.25,0,77.9,1.146,100.8,105.3,1.689,1.217,0,-4.224,0.001,-0.176,-0.049,0.312,0.651,0.263,0.444,,,
111,1998,58,2100,13.06,-3.09,-1.25,0,77.9,1.164,100.8,101.4,2.03,1.648,0,-4.224,0,-0.179,-0.048,0.311,0.651,0.263,0.444,,,
111,1998,58,2115,13.05,-3.093,-0.625,0,78.2,1.154,100.8,95.8,1.857,1.406,0,-4.224,0.002,-0.178,-0.049,0.309,0.651,0.263,0.444,,,
111,1998,58,2130,13.05,-3.093,0,0,78.8,1.193,100.8,110.7,2.218,1.837,0,-4.224,0.002,-0.18,-0.051,0.314,0.651,0.263,0.444,,,
111,1998,58,2145,13.04,-3.093,0,0,79.2,1.193,100.8,107.5,2.443,2.033,0,-4.224,0.002,-0.179,-0.052,0.309,0.651,0.263,0.444,,,
111,1998,58,2200,13.04,-3.093,-0.625,0,79.4,1.165,100.8,106.5,2.067,1.668,0,-4.224,0.002,-0.179,-0.048,0.312,0.651,0.264,0.444,,,
111,1998,58,2215,13.03,-3.093,-1.25,0,79.3,1.193,100.8,111.6,2.106,1.673,0,-4.224,0,-0.178,-0.049,0.311,0.651,0.264,0.444,,,
111,1998,58,2230,13.03,-3.093,-0.625,0,79.1,1.202,100.8,116.3,2.087,1.682,0,-4.224,0.003,-0.176,-0.049,0.311,0.65,0.264,0.444,,,
111,1998,58,2245,13.02,-3.093,-1.25,0,79,1.173,100.8,112,1.635,1.238,0,-4.224,0.003,-0.177,-0.049,0.311,0.65,0.264,0.444,,,
111,1998,58,2300,13.01,-3.093,-1.25,0,80.5,1.043,100.8,99.1,1.326,0.73,0,-4.224,0.002,-0.178,-0.049,0.311,0.65,0.264,0.444,,,
111,1998,58,2315,13,-3.094,-1.25,0,81.4,0.949,100.8,88.5,1.376,0.804,0,-4.224,0.003,-0.178,-0.049,0.31,0.65,0.264,0.444,,,
111,1998,58,2330,13,-3.094,0,0,80.8,1.042,100.8,99.8,1.555,1.092,0,-4.224,0.003,-0.178,-0.05,0.313,0.65,0.264,0.444,,,
111,1998,58,2345,13,-3.097,-1.875,0,82.2,0.79,100.8,93.6,1.282,0.65,0,-4.224,0.002,-0.177,-0.05,0.311,0.65,0.265,0.444,,,
111,1998,58,2400,12.99,-3.1,-2.5,0,84,0.564,100.8,79.1,1.268,0.567,0,-4.224,0.003,-0.179,-0.051,0.311,0.65,0.265,0.444,,,
111,1998,59,15,12.98,-3.106,-2.5,0,83.9,0.525,100.8,88.1,1.061,0.453,0,-4.224,0.002,-0.177,-0.053,0.311,0.65,0.265,0.444,,,
111,1998,59,30,12.97,-3.117,-2.5,0,85.6,0.358,100.9,85.6,0.822,0.337,0,-4.224,-0.001,-0.179,-0.053,0.311,0.65,0.265,0.444,,,
111,1998,59,45,12.97,-3.125,-2.5,-0.629,86.7,0.171,100.9,88.2,0.782,0.277,0,-4.224,0.002,-0.178,-0.05,0.312,0.649,0.265,0.444,,,
111,1998,59,100,12.96,-3.136,-2.5,0,86.9,0.17,100.9,100,0.427,0.037,0,-4.224,0.001,-0.18,-0.049,0.312,0.649,0.265,0.444,,,
111,1998,59,115,12.95,-3.146,-3.126,-0.629,89.4,-0.357,100.9,73.7,0.152,0.015,0,-4.224,0.003,-0.18,-0.053,0.313,0.649,0.265,0.444,,,
111,1998,59,130,12.95,-3.154,-2.501,-0.629,90.1,-0.449,100.9,57.51,0.082,0,0,-4.224,0.001,-0.181,-0.055,0.31,0.649,0.265,0.444,,,
111,1998,59,145,12.94,-3.163,-2.501,-0.629,91.5,-0.75,100.9,32.8,0.101,0,0,-4.225,0.002,-0.181,-0.053,0.312,0.648,0.266,0.444,,,
111,1998,59,200,12.93,-3.173,-3.126,0,91.6,-0.796,100.9,29.84,0.02,0,0,-4.225,0,-0.181,-0.054,0.313,0.648,0.266,0.444,,,
111,1998,59,215,12.92,-3.181,-3.126,-0.629,94.4,-1.528,100.9,32.17,0,0,0,-4.226,0.002,-0.184,-0.054,0.311,0.648,0.266,0.444,,,
111,1998,59,230,12.91,-3.189,-3.126,0,97.1,-1.772,100.9,31.58,0,0,0,-4.226,0.004,-0.18,-0.054,0.314,0.647,0.266,0.444,,,
111,1998,59,245,12.91,-3.197,-3.126,0,97,-2.11,100.9,14.79,0,0,0,-4.226,0.004,-0.182,-0.053,0.311,0.647,0.266,0.444,,,
111,1998,59,300,12.9,-3.201,-1.876,0,98.1,-1.92,100.9,220.6,0.138,0,0,-4.226,0.004,-0.181,-0.052,0.313,0.646,0.266,0.444,,,
111,1998,59,315,12.89,-3.206,-1.876,0,97.9,-1.922,100.9,204.5,0.273,0.022,0,-4.226,0.002,-0.18,-0.054,0.314,0.646,0.266,0.444,,,
111,1998,59,330,12.88,-3.211,-2.501,0,97.7,-2.253,100.9,133.2,0.111,0,0,-4.226,0.004,-0.181,-0.054,0.314,0.646,0.266,0.444,,,
111,1998,59,345,12.87,-3.215,-2.501,0,98.1,-2.385,100.9,57.37,0,0,0,-4.226,0.004,-0.182,-0.055,0.31,0.645,0.267,0.444,,,
111,1998,59,400,12.87,-3.215,-1.876,0,98.5,-2.347,100.9,160.2,0,0,0,-4.226,0.002,-0.183,-0.055,0.312,0.645,0.267,0.444,,,
111,1998,59,415,12.85,-3.22,-2.501,0,98.7,-2.573,100.9,264.4,0,0,0,-4.226,0.004,-0.185,-0.055,0.311,0.644,0.267,0.444,,,
111,1998,59,430,12.85,-3.223,-2.501,0,98.4,-2.526,100.9,264.4,0,0,0,-4.226,0.003,-0.182,-0.054,0.312,0.644,0.267,0.444,,,
111,1998,59,445,12.85,-3.226,-2.501,0,98.6,-2.892,100.9,300.6,0,0,0,-4.226,0.005,-0.182,-0.053,0.312,0.643,0.267,0.444,,,
111,1998,59,500,12.83,-3.226,-1.251,0,99,-2.026,101,324.1,0.964,0.481,0,-4.226,0.002,-0.181,-0.052,0.312,0.643,0.267,0.444,,,
111,1998,59,515,12.83,-3.226,0,0,98.5,-2.129,100.9,321.6,0,0,0,-4.226,0.004,-0.181,-0.054,0.313,0.642,0.267,0.444,,,
111,1998,59,530,12.82,-3.223,-1.251,0,98.4,-2.138,100.9,269.3,0.041,0,0,-4.226,0.004,-0.183,-0.054,0.313,0.642,0.268,0.444,,,
111,1998,59,545,12.83,-3.218,-1.876,0,98.4,-1.876,101,140.2,0,0,0,-4.226,0.004,-0.18,-0.055,0.313,0.642,0.268,0.444,,,
111,1998,59,600,12.82,-3.215,-1.251,0,97.6,-1.686,101,311.9,0.033,0,0,-4.226,0.002,-0.182,-0.052,0.313,0.641,0.268,0.444,,,
111,1998,59,615,12.82,-3.215,-1.251,0,97.6,-1.818,101,278.3,0.054,0,0,-4.226,0.003,-0.18,-0.054,0.315,0.641,0.268,0.444,,,
111,1998,59,630,12.82,-3.212,-1.251,0,97.3,-1.998,101,217,0.45,0,0,-4.226,0.004,-0.181,-0.053,0.315,0.64,0.268,0.444,,,
111,1998,59,645,12.82,-3.212,-1.251,0,97.3,-1.744,101.1,204.4,0.165,0,0,-4.226,0.005,-0.181,-0.053,0.313,0.637,0.268,0.444,,,
111,1998,59,700,12.82,-3.21,0,1.258,96.2,-1.556,101.1,261.3,0,0,0,-4.226,0.003,-0.183,-0.056,0.312,0.635,0.268,0.444,,,
111,1998,59,715,12.82,-3.21,10.01,2.516,96.5,-2.027,101.1,281.7,0,0,0,-4.226,0.002,-0.182,-0.054,0.313,0.634,0.269,0.444,,,
111,1998,59,730,12.83,-3.212,20.01,3.773,97.5,-2.055,101.1,90.6,0.223,0,0,-4.226,0.004,-0.183,-0.053,0.313,0.633,0.269,0.444,,,
111,1998,59,745,12.94,-3.215,22.51,4.402,98.2,-1.866,101.1,5.441,0.017,0,0,-4.226,0.004,-0.181,-0.055,0.311,0.632,0.269,0.444,,,
111,1998,59,800,13.07,-3.22,47.52,10.06,97.7,-1.66,101.1,4.239,0,0,0,-4.226,0.004,-0.183,-0.054,0.313,0.632,0.269,0.444,,,
111,1998,59,815,13.5,-3.231,80.7,16.98,96.7,-0.954,101.1,197.8,0,0,0,-4.226,0.004,-0.182,-0.055,0.313,0.631,0.269,0.444,,,
111,1998,59,830,14.14,-3.23,75.7,16.35,92.9,-0.392,101.1,348.6,0,0,0,-4.226,0.002,-0.182,-0.052,0.315,0.631,0.269,0.444,,,
111,1998,59,845,14.14,-3.223,119.4,23.27,91.8,-0.084,101.1,325.5,0,0,0,-4.226,0.004,-0.182,-0.053,0.316,0.63,0.27,0.444,,,
111,1998,59,900,14.13,-3.208,173.8,31.44,89.2,0.958,101.1,318.2,0.056,0,0,-4.226,0.001,-0.184,-0.055,0.316,0.63,0.27,0.443,,,
111,1998,59,915,14.12,-3.196,195.1,30.81,87.3,0.827,101.1,289.9,0.232,0,0,-4.225,0.001,-0.179,-0.054,0.316,0.629,0.27,0.443,,,
111,1998,59,930,14.1,-3.177,143.8,20.75,86.6,1.56,101.1,301.4,0.711,0.168,0,-4.225,0.001,-0.18,-0.053,0.32,0.628,0.27,0.443,,,
111,1998,59,945,14.09,-3.153,192.6,28.92,83.5,2.432,101.1,320.7,0.435,0.167,0,-4.224,0,-0.179,-0.052,0.319,0.629,0.27,0.443,,,
111,1998,59,1000,14.07,-3.128,262.6,39.61,81.5,3.146,101.1,186,0.042,0,0,-4.224,-0.002,-0.178,-0.051,0.318,0.629,0.27,0.443,,,
111,1998,59,1015,14.05,-3.098,283.2,42.75,80.3,4.099,101.1,157.9,0,0,0,-4.224,-0.003,-0.178,-0.052,0.316,0.63,0.271,0.443,,,
111,1998,59,1030,14.03,-3.061,401.9,61.61,84.8,4.665,101.1,167.6,0.087,0.012,0,-4.224,-0.005,-0.175,-0.048,0.316,0.631,0.271,0.443,,,
111,1998,59,1045,14,-3.012,413.1,60.34,87.4,4.666,101.1,52.43,1.004,0.605,0,-4.32,-0.003,-0.175,-0.048,0.32,0.633,0.271,0.443,,,
111,1998,59,1100,13.99,-2.957,554.4,83,88.5,5.025,101.1,61.25,1.006,0.575,0,-4.319,0.001,-0.173,-0.048,0.32,0.634,0.272,0.443,,,
111,1998,59,1115,13.96,-2.887,520,76,81.6,5.783,101.1,39.71,0.642,0.358,0,-4.319,-0.001,-0.174,-0.049,0.321,0.637,0.272,0.444,,,
111,1998,59,1130,13.94,-2.829,485.5,70.4,84,6.011,101.1,28.71,0.991,0.582,0,-4.319,-0.004,-0.15,-0.046,0.321,0.638,0.272,0.444,,,
111,1998,59,1145,13.93,-2.752,463,74.2,79.9,6.764,101.1,39.66,0.792,0.512,0,-4.319,-0.005,-0.003,-0.031,0.325,0.639,0.273,0.444,,,
111,1998,59,1200,13.91,-2.678,532.3,78.5,77.7,7.32,101.1,56.47,0.645,0.326,0,-4.318,-0.001,0.292,-0.004,0.324,0.639,0.273,0.444,,,
111,1998,59,1215,13.89,-2.6,407.3,59.69,75.6,8.21,101,76.7,0.451,0.25,0,-4.414,-0.003,0.678,0.033,0.326,0.639,0.273,0.444,,,
111,1998,59,1230,13.88,-2.541,285.5,41.47,72.4,8.25,101,90.6,0.47,0.256,0,-4.414,-0.006,1.076,0.083,0.324,0.639,0.273,0.444,,,
111,1998,59,1245,13.87,-2.497,341.7,50.88,72.5,8.6,101,32.92,0.926,0.353,0,-4.414,-0.004,1.413,0.138,0.328,0.639,0.274,0.444,,,
111,1998,59,1300,13.87,-2.453,261.1,38.95,73.4,8.62,101,33.37,1.412,0.857,0,-4.414,-0.002,1.616,0.189,0.326,0.64,0.274,0.444,,,
111,1998,59,1315,13.86,-2.419,353.5,54.02,74.6,8.64,100.9,28.12,1.67,1.202,0,-4.414,-0.002,1.748,0.232,0.326,0.642,0.274,0.444,,,
111,1998,59,1330,13.86,-2.384,239.8,35.8,75,8.86,100.9,66.48,1.96,1.539,0,-4.414,-0.004,1.841,0.276,0.327,0.643,0.274,0.444,,,
111,1998,59,1345,13.86,-2.375,338.5,52.14,75.8,9.29,100.9,63.16,1.689,1.198,0,-4.414,0,1.964,0.327,0.326,0.644,0.275,0.444,,,
111,1998,59,1400,13.86,-2.364,264.8,39.57,77.8,9.07,100.9,41.66,2.24,1.738,0,-4.414,-0.003,2.071,0.382,0.33,0.645,0.275,0.444,,,
111,1998,59,1415,13.86,-2.354,184.9,27.01,77.1,9.38,100.9,37.32,1.392,0.832,0,-4.414,-0.003,2.151,0.433,0.329,0.646,0.275,0.444,,,
111,1998,59,1430,13.87,-2.348,164.9,24.5,77.4,9.29,100.9,38.51,1.604,0.991,0,-4.414,-0.001,2.196,0.481,0.33,0.646,0.276,0.444,,,
111,1998,59,1445,13.86,-2.351,157.4,23.24,76.4,9.23,100.9,19.98,2.048,1.487,0,-4.414,-0.002,2.186,0.523,0.329,0.647,0.276,0.444,,,
