array,Year,Julian Day,Time,Logger Battery Voltage,Net Radiometer,Incoming Shortwave Radiation,Reflected Shortwave Radiation,Relative Humidity,Ambient Air Temperature,Barometric Pressure,Wind Direction,Wind Speed,Wind Speed at Rain Gauge,Precipitation (Tipping Bucket),Belfort Rain Gauge,Sonic Range Sensor for Snow Depth,Shallow Soil Temperature,Medium Depth Soil Temperature,Deep Soil Temperature,Shallow Soil Moisture,Medium Depth Soil Moisture,Deep Soil Moisture,Spare One,Spare Two,Spare Three
111,1998,100,2145,13.07,-2.903,-4.375,-1.257,63.91,0.631,101.5,312.6,0.132,0.029,0,-4.224,0.007,6.626,7.5,7.27,0.465,0.399,0.392,,,
111,1998,100,2200,13.05,-2.949,-4.376,-1.257,62.1,0.518,101.5,326.4,0.516,0.23,0,-4.224,0.007,6.431,7.32,7.26,0.465,0.399,0.392,,,
111,1998,100,2215,13.04,-2.99,-3.751,-1.257,65.87,0.207,101.5,328.6,0.482,0.193,0,-4.225,0.005,6.243,7.15,7.24,0.465,0.399,0.392,,,
111,1998,100,2230,13.03,-3.027,-3.751,-1.257,68.22,-0.232,101.6,310.7,0.555,0.163,0,-4.225,0.003,6.07,6.983,7.23,0.465,0.399,0.392,,,
111,1998,100,2245,13.02,-3.052,-3.751,-1.258,65.94,-0.421,101.6,317.7,0.298,0.098,0,-4.225,0.004,5.9,6.825,7.21,0.466,0.399,0.392,,,
111,1998,100,2300,13.01,-3.075,-3.751,-0.629,66.55,-0.524,101.6,307.7,0.228,0.105,0,-4.226,0.009,5.738,6.67,7.19,0.466,0.399,0.392,,,
111,1998,100,2315,13.01,-3.095,-4.377,-0.629,67.02,-0.674,101.6,312.3,0.047,0.024,0,-4.226,0.008,5.579,6.521,7.16,0.466,0.399,0.392,,,
111,1998,100,2330,12.98,-3.114,-3.126,-0.629,69.04,-0.954,101.6,322.4,0.095,0,0,-4.226,0.007,5.431,6.375,7.14,0.469,0.399,0.392,,,
111,1998,100,2345,12.98,-3.127,-3.752,-0.629,69.78,-1.227,101.6,310.8,0.119,0,0,-4.226,0.007,5.282,6.233,7.11,0.468,0.399,0.392,,,
111,1998,100,2400,12.98,-3.139,-4.377,-0.629,73.5,-1.668,101.6,320.3,0,0,0,-4.226,0.007,5.141,6.096,7.08,0.468,0.399,0.392,,,
111,1998,101,15,12.96,-3.156,-3.752,-0.629,72.9,-1.696,101.6,331.7,0.131,0,0,-4.226,0.007,5.007,5.966,7.06,0.467,0.398,0.392,,,
111,1998,101,30,12.96,-3.163,-3.127,-0.629,70.7,-1.621,101.6,292.8,0.143,0.047,0,-4.226,0.008,4.873,5.837,7.03,0.467,0.398,0.392,,,
111,1998,101,45,12.95,-3.172,-3.752,0,72.7,-1.593,101.6,301,0.021,0,0,-4.226,0.005,4.746,5.711,6.992,0.466,0.398,0.392,,,
111,1998,101,100,12.94,-3.181,-3.752,0,72.9,-1.912,101.6,297.3,0,0,0,-4.226,0.011,4.624,5.587,6.956,0.466,0.398,0.392,,,
111,1998,101,115,12.93,-3.187,-3.127,0,75.3,-1.988,101.6,236.3,0.045,0,0,-4.226,0.01,4.505,5.475,6.919,0.466,0.398,0.392,,,
111,1998,101,130,12.93,-3.192,-3.752,0,72.8,-2.082,101.6,288.5,0.082,0,0,-4.226,0.008,4.394,5.358,6.884,0.466,0.398,0.392,,,
111,1998,101,145,12.91,-3.198,-3.752,0,74.8,-2.299,101.6,291.6,0.051,0.032,0,-4.226,0.006,4.286,5.247,6.844,0.466,0.398,0.392,,,
111,1998,101,200,12.91,-3.203,-3.752,-0.629,77.9,-2.807,101.6,279.7,0,0,0,-4.226,0.009,4.181,5.143,6.807,0.466,0.397,0.392,,,
111,1998,101,215,12.91,-3.206,-3.752,0,73.7,-2.495,101.6,293.6,0,0,0,-4.226,0.007,4.085,5.039,6.767,0.467,0.397,0.392,,,
111,1998,101,230,12.9,-3.211,-3.753,-0.629,80.1,-3.004,101.6,325,0,0,0,-4.226,0.009,3.99,4.94,6.731,0.467,0.397,0.392,,,
111,1998,101,245,12.89,-3.214,-3.752,-0.629,79.9,-3.127,101.6,324.6,0,0,0,-4.226,0.01,3.897,4.842,6.691,0.467,0.397,0.392,,,
111,1998,101,300,12.88,-3.217,-3.753,0,74.9,-2.599,101.7,314.8,0,0,0,-4.226,0.007,3.806,4.746,6.649,0.465,0.397,0.392,,,
111,1998,101,315,12.87,-3.221,-2.502,0,71,-2.41,101.7,314,0.016,0,0,-4.226,0.006,3.719,4.65,6.606,0.463,0.397,0.392,,,
111,1998,101,330,12.87,-3.222,-3.127,0,70.7,-2.427,101.7,292.3,0.042,0.009,0,-4.227,0.004,3.638,4.561,6.566,0.462,0.396,0.392,,,
111,1998,101,345,12.86,-3.225,-3.753,-0.629,75.8,-2.955,101.7,283.6,0,0,0,-4.227,0.011,3.561,4.476,6.531,0.463,0.396,0.392,,,
111,1998,101,400,12.86,-3.226,-3.127,-0.629,76.8,-3.22,101.7,283.7,0,0,0,-4.227,0.012,3.482,4.394,6.489,0.469,0.396,0.392,,,
111,1998,101,415,12.84,-3.226,-3.128,0,76.9,-3.07,101.7,283.7,0,0,0,-4.227,0.008,3.411,4.31,6.444,0.468,0.396,0.392,,,
111,1998,101,430,12.84,-3.228,-2.502,0,76.1,-2.863,101.7,297,0,0,0,-4.227,0.008,3.338,4.231,6.402,0.468,0.396,0.392,,,
111,1998,101,445,12.83,-3.228,-2.502,0,75.5,-2.721,101.7,308.3,0,0,0,-4.227,0.012,3.274,4.157,6.363,0.467,0.396,0.392,,,
111,1998,101,500,12.82,-3.229,-3.128,-0.629,75.7,-2.633,101.7,282.3,0,0,0,-4.227,0.006,3.213,4.086,6.322,0.464,0.396,0.392,,,
111,1998,101,515,12.82,-3.228,-2.502,-0.629,73.4,-2.512,101.8,279.1,0,0,0,-4.227,0.007,3.154,4.019,6.281,0.461,0.395,0.391,,,
111,1998,101,530,12.81,-3.228,-3.127,-0.629,75.9,-2.701,101.8,279.5,0,0,0,-4.227,0.012,3.093,3.952,6.241,0.461,0.395,0.391,,,
111,1998,101,545,12.8,-3.228,-0.626,0.629,73.6,-2.228,101.8,280.1,0.097,0.04,0,-4.227,0.006,3.039,3.887,6.198,0.462,0.395,0.391,,,
111,1998,101,600,12.8,-3.228,9.38,3.145,74.7,-2.333,101.8,288.5,0.093,0.022,0,-4.227,0.004,2.984,3.822,6.159,0.464,0.395,0.391,,,
111,1998,101,615,12.79,-3.228,25.65,9.44,74.5,-2.249,101.8,284.4,0.022,0,0,-4.227,0.006,2.933,3.765,6.118,0.463,0.395,0.391,,,
111,1998,101,630,12.92,-3.229,58.8,22.65,69.59,-1.215,101.8,301.8,0,0,0,-4.227,0.005,2.882,3.704,6.08,0.463,0.395,0.391,,,
111,1998,101,645,13.62,-3.241,73.2,22.65,71.6,-0.943,101.8,291.4,0,0,0,-4.227,0.005,2.836,3.65,6.037,0.463,0.395,0.391,,,
111,1998,101,700,14.21,-3.238,80.1,21.39,64.41,-0.437,101.9,303.9,0.125,0.041,0,-4.227,0.008,2.791,3.597,5.998,0.463,0.395,0.391,,,
111,1998,101,715,14.2,-3.219,169.5,44.03,65.02,0.623,101.9,300.9,0.036,0.008,0,-4.226,0.002,2.75,3.548,5.96,0.465,0.395,0.391,,,
111,1998,101,730,14.18,-3.203,238.3,59.75,63.2,1.13,101.9,292.7,0.02,0,0,-4.323,0.003,2.719,3.505,5.925,0.466,0.394,0.392,,,
111,1998,101,745,14.16,-3.175,307,71.1,62.79,1.757,101.9,311.2,0.557,0.219,0,-4.322,0.003,2.69,3.467,5.883,0.464,0.395,0.392,,,
111,1998,101,800,14.12,-3.135,253.2,55.97,49.41,2.735,101.9,265,0.804,0.582,0,-4.322,0.004,2.666,3.433,5.846,0.464,0.395,0.392,,,
111,1998,101,815,14.1,-3.095,288.9,64.14,51.09,3.027,101.9,315.6,1.218,0.985,0,-4.321,0.003,2.652,3.418,5.81,0.463,0.395,0.392,,,
111,1998,101,830,14.08,-3.033,462.6,104.4,52.36,3.675,101.9,314.8,1.278,1.01,0,-4.321,0.006,2.662,3.423,5.772,0.462,0.396,0.392,,,
111,1998,101,845,14.05,-2.951,496.3,110.6,42.27,4.817,101.9,276.7,0.997,0.618,0,-4.32,0.003,2.723,3.455,5.737,0.46,0.396,0.392,,,
111,1998,101,900,14.01,-2.847,568.8,125.1,36.76,5.747,101.9,321.4,0.901,0.554,0,-4.32,0,2.898,3.551,5.703,0.46,0.396,0.392,,,
111,1998,101,915,13.98,-2.724,610,132,34.74,6.487,101.9,220.9,0.845,0.564,0,-4.32,-0.002,3.176,3.718,5.669,0.46,0.395,0.392,,,
111,1998,101,930,13.95,-2.569,647.4,138.3,31.17,7.35,101.9,84,1.202,0.919,0,-4.415,0.001,3.536,3.963,5.636,0.46,0.395,0.392,,,
111,1998,101,945,13.92,-2.37,688.5,145.1,29.43,8.27,101.9,161.4,1.107,0.81,0,-4.415,-0.003,3.962,4.259,5.605,0.459,0.395,0.392,,,
111,1998,101,1000,13.89,-2.171,723,150.8,25.93,8.62,101.9,185.3,0.893,0.688,0,-4.51,0.001,4.451,4.605,5.577,0.458,0.395,0.392,,,
111,1998,101,1015,13.87,-1.964,760,158.3,27.81,8.46,102,198.6,1.654,1.467,0,-4.51,0.006,4.976,4.984,5.549,0.457,0.395,0.392,,,
111,1998,101,1030,13.85,-1.769,786,162.1,31.23,8.92,102,36.46,2.292,2.078,0,-4.51,0.009,5.46,5.391,5.524,0.457,0.395,0.392,,,
111,1998,101,1045,13.84,-1.584,813,167.7,31.17,9.13,102,217.9,2.129,1.91,0,-4.51,0.007,5.928,5.807,5.511,0.456,0.395,0.392,,,
111,1998,101,1100,13.83,-1.465,834,170.8,30.22,9.63,102,114.8,2.112,1.873,0,-4.51,0.006,6.421,6.226,5.504,0.456,0.394,0.392,,,
111,1998,101,1115,13.82,-1.351,854,174,21.49,9.41,102,158.3,2.072,1.91,0,-4.509,0.008,6.939,6.641,5.5,0.456,0.394,0.392,,,
111,1998,101,1130,13.82,-1.24,870,176.5,20.01,9.34,102,229.6,1.688,1.535,0,-4.509,0.007,7.47,7.06,5.513,0.456,0.394,0.392,,,
111,1998,101,1145,13.82,-1.183,884,179,18.6,9.85,102,243.3,2.048,1.841,0,-4.509,-0.096,8.01,7.49,5.528,0.455,0.394,0.392,,,
111,1998,101,1200,13.83,-1.085,886,178.4,19.81,10.12,102,241.4,1.931,1.77,0,-4.509,-0.004,8.54,7.91,5.548,0.454,0.394,0.391,,,
111,1998,101,1215,13.83,-1.061,892,182.1,19.81,9.87,102,277.3,1.701,1.564,0,-4.509,0,9.04,8.31,5.578,0.454,0.394,0.391,,,
111,1998,101,1230,13.83,-1.03,894,184.6,17.86,10.3,102,219.8,1.83,1.637,0,-4.509,-0.003,9.55,8.72,5.609,0.453,0.394,0.391,,,
111,1998,101,1245,13.83,-0.95,890,184.6,26.99,11.07,102,210.7,1.107,0.954,0,-4.509,0.007,10.02,9.1,5.65,0.453,0.394,0.391,,,
111,1998,101,1300,13.83,-0.94,883,184.6,17.86,10.55,102,267.6,1.904,1.74,0,-4.509,0.001,10.48,9.48,5.695,0.454,0.394,0.391,,,
111,1998,101,1315,13.81,-0.822,872,182.7,20.82,11.17,101.9,201.8,1.552,1.351,0,-4.509,0.005,10.91,9.84,5.744,0.452,0.393,0.391,,,
111,1998,101,1330,13.8,-0.767,857,182.1,24.37,11.21,101.9,158.9,2.537,2.343,0,-4.509,0.009,11.3,10.19,5.8,0.451,0.393,0.391,,,
111,1998,101,1345,13.79,-0.748,842,180.8,17.93,11.59,101.9,269.1,1.972,1.739,0,-4.508,2.615,11.63,10.51,5.863,0.451,0.393,0.391,,,
111,1998,101,1400,13.78,-0.685,817,178.3,19.54,11.7,101.9,221.4,1.776,1.466,0,-4.509,2.615,11.94,10.8,5.934,0.451,0.393,0.391,,,
111,1998,101,1415,13.77,-0.553,790,174.6,19.74,11.84,101.9,298.2,1.858,1.657,0,-4.508,-0.003,12.22,11.06,6.006,0.45,0.393,0.391,,,
111,1998,101,1430,13.76,-0.514,759,170.2,18.19,12.13,101.9,291.6,1.728,1.582,0,-4.508,-0.002,12.46,11.31,6.086,0.45,0.392,0.391,,,
111,1998,101,1445,13.75,-0.462,725,164.5,16.52,12.81,101.9,225.6,1.332,1.116,0,-4.508,-0.005,12.69,11.52,6.174,0.449,0.392,0.391,,,
111,1998,101,1500,13.74,-0.415,694.3,160.1,16.45,12.06,101.9,259.3,1.897,1.613,0,-4.604,-0.003,12.88,11.72,6.264,0.449,0.392,0.391,,,
111,1998,101,1515,13.74,-0.367,656.1,153.8,18.53,12.09,101.9,265.5,1.977,1.742,0,-4.508,-0.007,13.02,11.88,6.356,0.449,0.392,0.391,,,
111,1998,101,1530,13.73,-0.36,617.5,146.3,15.51,12.25,101.9,283.1,1.947,1.752,0,-4.508,0.001,13.13,12.01,6.45,0.449,0.392,0.39,,,
111,1998,101,1545,13.74,-0.367,571.2,137.5,19.13,12.23,101.9,265,1.978,1.715,0,-4.508,0.003,13.19,12.12,6.55,0.448,0.392,0.39,,,
111,1998,101,1600,13.73,-0.345,526.3,129.3,19.87,12.21,101.9,278.5,1.859,1.628,0,-4.508,-0.001,13.21,12.2,6.65,0.447,0.392,0.39,,,
111,1998,101,1615,13.73,-0.316,477,119.9,18.4,12.64,101.9,259,1.897,1.598,0,-4.508,-0.003,13.2,12.24,6.751,0.447,0.391,0.39,,,
111,1998,101,1630,13.75,-0.355,430.8,110.5,20.61,12.59,101.9,276.2,1.59,1.376,0,-4.508,0,13.15,12.26,6.849,0.447,0.391,0.39,,,
111,1998,101,1645,13.75,-0.376,377.7,98.6,18.87,12.17,101.9,260.1,2.401,2.088,0,-4.508,0.003,13.06,12.24,6.946,0.446,0.391,0.39,,,
111,1998,101,1700,13.75,-0.388,329.6,87.3,20.95,12.13,101.9,264.3,2.069,1.744,0,-4.508,0,12.93,12.2,7.04,0.446,0.391,0.39,,,
111,1998,101,1715,13.75,-0.463,281.6,67.81,22.16,12.06,101.9,264.5,2.17,1.847,0,-4.508,0.001,12.76,12.13,7.14,0.446,0.391,0.39,,,
111,1998,101,1730,13.77,-0.525,225.4,49.61,19.13,12.03,101.9,290.2,1.666,1.546,0,-4.508,0,12.56,12.04,7.23,0.446,0.391,0.39,,,
111,1998,101,1745,13.78,-0.654,113.6,32.65,22.89,11.45,101.9,266.7,2.333,2.036,0,-4.508,0,12.34,11.92,7.32,0.446,0.391,0.39,,,
111,1998,101,1800,13.79,-0.702,126.8,32.03,22.63,11.37,101.9,266.1,1.992,1.713,0,-4.508,0,12.08,11.77,7.4,0.446,0.391,0.39,,,
111,1998,101,1815,13.66,-0.817,87.4,25.75,21.15,11.21,101.9,290.6,1.265,1.11,0,-4.508,-0.001,11.79,11.6,7.48,0.446,0.391,0.39,,,
111,1998,101,1830,13.42,-0.964,22.48,3.768,19.88,10.47,101.9,291.1,1.294,1.082,0,-4.413,0.003,11.48,11.41,7.56,0.445,0.391,0.39,,,
111,1998,101,1845,13.27,-1.095,9.99,0.628,23.3,9.77,101.9,285.6,0.507,0.308,0,-4.413,0.007,11.17,11.2,7.63,0.445,0.39,0.389,,,
111,1998,101,1900,13.22,-1.28,-0.625,-1.884,25.38,9.04,101.9,294.9,0.013,0,0,-4.413,0.005,10.86,10.99,7.69,0.445,0.39,0.389,,,
111,1998,101,1915,13.19,-1.491,-4.996,-1.884,26.93,8.81,101.9,281.3,0.197,0.102,0,-4.413,0.003,10.56,10.77,7.75,0.447,0.39,0.389,,,
111,1998,101,1930,13.18,-1.72,-4.997,-2.513,33.38,7.67,101.9,268.3,0.011,0.007,0,-4.318,-0.003,10.26,10.54,7.8,0.448,0.39,0.389,,,
111,1998,101,1945,13.16,-1.927,-4.997,-1.885,33.65,6.487,101.9,265.3,0,0,0,-4.318,0.002,9.97,10.32,7.85,0.449,0.39,0.389,,,
111,1998,101,2000,13.15,-2.119,-4.998,-1.885,42.72,5.232,102,275.8,0,0,0,-4.318,0.004,9.69,10.09,7.89,0.447,0.39,0.389,,,
111,1998,101,2015,13.13,-2.28,-4.373,-1.257,48.03,4.918,102,305.9,0.036,0.013,0,-4.318,-0.002,9.41,9.86,7.91,0.448,0.39,0.389,,,
111,1998,101,2030,13.12,-2.424,-4.374,-1.257,44.74,4.484,102,343.3,0.052,0.01,0,-4.319,0.007,9.15,9.65,7.94,0.446,0.39,0.389,,,
111,1998,101,2045,13.11,-2.543,-3.749,-1.257,57.64,3.787,102,342.9,0.027,0,0,-4.319,0.001,8.9,9.44,7.96,0.445,0.39,0.389,,,
111,1998,101,2100,13.09,-2.635,-3.749,-1.257,62.82,3.045,102,342.6,0.169,0.009,0,-4.223,0.002,8.66,9.23,7.98,0.446,0.39,0.389,,,
111,1998,101,2115,13.08,-2.713,-3.75,-1.257,67.86,2.594,102,340.8,0,0,0,-4.224,0.003,8.44,9.04,7.99,0.447,0.39,0.389,,,
111,1998,101,2130,13.08,-2.77,-3.125,-0.629,56.92,3.929,102,237.5,0.351,0.169,0,-4.224,0.013,8.23,8.85,7.99,0.448,0.39,0.389,,,
111,1998,101,2145,13.06,-2.802,-3.125,-0.629,55.91,5.234,102,243.9,1.427,0.835,0,-4.224,0.004,8.02,8.67,7.99,0.448,0.39,0.389,,,
111,1998,101,2200,13.05,-2.833,-3.125,-0.629,59.88,5.054,102,246.5,1.339,0.824,0,-4.224,0.004,7.84,8.49,7.99,0.448,0.39,0.389,,,
111,1998,101,2215,13.05,-2.832,-3.125,-0.629,59.74,4.91,102,245.5,1.056,0.618,0,-4.224,0.006,7.67,8.33,7.98,0.448,0.389,0.389,,,
111,1998,101,2230,13.04,-2.826,-3.125,-0.629,64.31,4.543,102,239.5,0.414,0.222,0,-4.224,0.008,7.51,8.19,7.97,0.447,0.389,0.389,,,
111,1998,101,2245,13.03,-2.816,-3.125,-0.629,62.09,4.6,102,230.2,1.447,0.862,0,-4.224,0,7.36,8.04,7.95,0.447,0.389,0.389,,,
111,1998,101,2300,13.02,-2.816,-3.75,-0.629,61.49,4.203,102,251.1,0.867,0.348,0,-4.32,0.004,7.21,7.91,7.94,0.447,0.389,0.389,,,
111,1998,101,2315,13.02,-2.816,-3.125,-0.629,60.88,4.213,102,240.4,0.877,0.256,0,-4.224,0.004,7.07,7.78,7.92,0.446,0.389,0.389,,,
111,1998,101,2330,13.01,-2.824,-3.75,-1.257,63.23,3.864,102,230.5,0.544,0.027,0,-4.224,0.011,6.939,7.65,7.89,0.446,0.389,0.389,,,
111,1998,101,2345,13.01,-2.835,-3.75,-0.629,62.97,3.939,102.1,207.2,0.323,0.053,0,-4.224,0.01,6.806,7.53,7.87,0.444,0.389,0.389,,,
111,1998,101,2400,13.01,-2.853,-3.125,-0.629,65.79,3.307,102.1,244.2,0.082,0.008,0,-4.32,0.006,6.677,7.4,7.85,0.444,0.389,0.389,,,
111,1998,102,15,12.99,-2.868,-3.125,-0.629,64.52,3.722,102.1,261.6,0.129,0.007,0,-4.224,0.004,6.547,7.28,7.82,0.445,0.389,0.389,,,
111,1998,102,30,12.99,-2.888,-3.125,-0.629,65.52,3.505,102.1,254.1,0.216,0.016,0,-4.224,0.005,6.425,7.17,7.79,0.446,0.389,0.389,,,
111,1998,102,45,12.98,-2.911,-3.125,-1.257,69.09,2.865,102.1,252.1,0.007,0,0,-4.224,0.005,6.308,7.06,7.76,0.446,0.389,0.389,,,
111,1998,102,100,12.97,-2.927,-3.125,-0.629,70.7,3.073,102.1,229.7,0.022,0,0,-4.224,0.007,6.192,6.944,7.73,0.445,0.389,0.389,,,
111,1998,102,115,12.97,-2.946,-2.5,-0.629,68.68,3.035,102.1,219.5,0,0,0,-4.224,0.008,6.079,6.836,7.7,0.445,0.389,0.389,,,
111,1998,102,130,12.96,-2.96,-1.875,0,64.78,3.582,102.1,230.7,0.039,0.009,0,-4.224,0.004,5.971,6.729,7.67,0.445,0.389,0.389,,,
111,1998,102,145,12.96,-2.973,-2.5,-0.629,73.7,2.989,102.1,263.7,0,0,0,-4.224,0.006,5.868,6.629,7.63,0.445,0.389,0.389,,,
111,1998,102,200,12.95,-2.979,-1.875,0,66.94,2.734,102.1,299.1,0,0,0,-4.224,0.007,5.777,6.529,7.6,0.445,0.388,0.389,,,
111,1998,102,215,12.94,-2.973,-1.875,0,66.53,3.401,102.1,247.8,0.065,0,0,-4.224,0.003,5.701,6.445,7.57,0.445,0.388,0.389,,,
111,1998,102,230,12.94,-2.963,-0.625,0,59.07,4.486,102.1,273.3,0.111,0.08,0,-4.32,0.004,5.635,6.367,7.53,0.445,0.388,0.389,,,
111,1998,102,245,12.93,-2.949,-0.625,0,55.31,4.931,102.1,221.4,0.127,0.051,0,-4.32,0.007,5.58,6.297,7.5,0.445,0.388,0.389,,,
111,1998,102,300,12.92,-2.93,-2.5,-0.629,52.55,5.147,102.1,223.5,0.231,0.035,0,-4.32,0.008,5.539,6.236,7.46,0.445,0.388,0.389,,,
111,1998,102,315,12.92,-2.906,-1.25,-0.629,55.65,5.111,102.1,226.9,1.554,0.961,0,-4.32,0.004,5.505,6.184,7.43,0.445,0.388,0.389,,,
111,1998,102,330,12.92,-2.883,-3.125,-0.629,56.79,4.733,102.1,233.5,1.462,0.827,0,-4.32,0.004,5.469,6.137,7.39,0.445,0.388,0.389,,,
111,1998,102,345,12.91,-2.859,-3.75,-1.257,55.78,4.449,102.1,236.3,0.625,0.227,0,-4.32,0.004,5.429,6.09,7.36,0.445,0.388,0.389,,,
111,1998,102,400,12.91,-2.837,-3.125,-0.629,54.9,4.666,102.1,244.1,0.468,0.212,0,-4.32,0.002,5.373,6.041,7.33,0.445,0.388,0.389,,,
111,1998,102,415,12.9,-2.832,-3.125,-0.629,55.44,4.637,102.1,233.5,1.273,0.745,0,-4.224,0.004,5.301,5.987,7.29,0.445,0.388,0.389,,,
111,1998,102,430,12.9,-2.832,-3.125,-0.629,57.66,4.297,102.1,226.9,2.104,1.384,0,-4.32,0.004,5.23,5.925,7.26,0.445,0.388,0.389,,,
111,1998,102,445,12.89,-2.832,-3.125,-1.257,56.72,4.005,102.1,245.4,0.802,0.321,0,-4.32,0.006,5.161,5.867,7.23,0.445,0.388,0.389,,,
111,1998,102,500,12.88,-2.835,-3.125,-1.257,58,3.732,102.2,232.6,0.238,0.067,0,-4.224,0.009,5.092,5.805,7.2,0.445,0.388,0.389,,,
111,1998,102,515,12.88,-2.847,-3.125,-1.257,59.47,3.352,102.2,278.9,0.123,0.078,0,-4.224,0.003,5.022,5.74,7.16,0.447,0.388,0.389,,,
111,1998,102,530,12.87,-2.867,-3.125,-1.257,66.13,2.468,102.2,223.4,0.028,0.007,0,-4.224,0.001,4.952,5.674,7.13,0.447,0.388,0.388,,,
111,1998,102,545,12.86,-2.888,0.625,0,64.92,2.291,102.2,44.76,0,0,0,-4.224,0.006,4.882,5.607,7.1,0.447,0.388,0.388,,,
111,1998,102,600,12.86,-2.906,10.63,4.4,60.89,3.043,102.2,234.3,0.131,0.09,0,-4.224,0.004,4.811,5.543,7.06,0.447,0.388,0.388,,,
111,1998,102,615,12.85,-2.919,21.88,14.46,59.88,3.513,102.2,157.3,0.07,0,0,-4.224,0.003,4.743,5.478,7.03,0.447,0.388,0.388,,,
111,1998,102,630,12.96,-2.919,61.25,24.52,54.37,4.704,102.2,155.1,0.233,0.032,0,-4.32,0.002,4.68,5.41,7,0.447,0.388,0.389,,,
111,1998,102,645,13.32,-2.91,113.8,31.43,49.13,5.984,102.3,287.5,0.033,0,0,-4.32,-0.004,4.632,5.35,6.972,0.447,0.388,0.389,,,
111,1998,102,700,14.01,-2.883,157.5,35.83,46.03,6.964,102.3,83.4,0.577,0.113,0,-4.32,-0.001,4.595,5.299,6.942,0.446,0.388,0.389,,,
111,1998,102,715,14,-2.824,203.7,44.63,49.19,7.74,102.3,73.1,0,0,0,-4.32,0.001,4.586,5.259,6.912,0.446,0.388,0.389,,,
111,1998,102,730,13.96,-2.742,252.5,60.96,47.97,8.41,102.3,222.2,0.834,0.3,0,-4.319,0.001,4.624,5.243,6.882,0.447,0.388,0.389,,,
111,1998,102,745,13.93,-2.618,301.8,72.3,45.42,8.63,102.3,243.9,1.206,0.464,0,-4.319,0.003,4.696,5.259,6.849,0.447,0.388,0.389,,,
111,1998,102,800,13.91,-2.455,349.3,82.3,48.37,9.29,102.3,237.7,1.448,0.682,0,-4.415,0.001,4.814,5.309,6.82,0.446,0.388,0.389,,,
111,1998,102,815,13.88,-2.252,399.2,92.4,47.09,10.56,102.3,198.8,0.988,0.571,0,-4.51,-0.001,4.983,5.401,6.792,0.447,0.388,0.389,,,
111,1998,102,830,13.85,-2.039,444.8,100.5,41.98,11.42,102.3,201.3,0.469,0.082,0,-4.51,-0.005,5.216,5.54,6.767,0.447,0.388,0.389,,,
111,1998,102,845,13.82,-1.803,490.9,109.3,41.85,11.95,102.3,252.1,0.773,0.267,0,-4.51,-0.004,5.505,5.727,6.734,0.447,0.388,0.389,,,
111,1998,102,900,13.79,-1.533,535.2,117.5,42.44,12.22,102.4,225.9,0.868,0.287,0,-4.509,-0.004,5.838,5.964,6.71,0.447,0.388,0.389,,,
111,1998,102,915,13.76,-1.244,575.8,124.4,45.53,12.99,102.3,217.2,0.735,0.106,0,-4.509,-0.003,6.213,6.237,6.687,0.446,0.388,0.389,,,
111,1998,102,930,13.74,-0.928,612.6,129.4,44.79,15.21,102.3,145.1,0.15,0.027,0,-4.509,-0.002,6.621,6.545,6.668,0.446,0.388,0.389,,,
111,1998,102,945,13.7,-0.685,654.3,136.9,44.05,14.8,102.3,206.8,0.768,0.481,0,-4.508,-0.007,7.07,6.882,6.655,0.446,0.388,0.389,,,
111,1998,102,1000,13.68,-0.427,689.9,143.8,39.41,14.91,102.4,206.3,1.252,0.899,0,-4.508,-0.003,7.56,7.24,6.642,0.446,0.387,0.389,,,
111,1998,102,1015,13.67,-0.231,722,148.8,41.09,15.35,102.3,215.1,1.569,1.141,0,-4.508,-0.004,8.07,7.63,6.639,0.447,0.387,0.389,,,
111,1998,102,1030,13.66,-0.105,752,155.1,39.75,15.58,102.3,216.4,2.277,1.863,0,-4.508,-0.1,8.55,8.02,6.64,0.446,0.387,0.389,,,
111,1998,102,1045,13.64,-0.004,775,158.2,44.85,16.05,102.3,232.3,2.328,1.786,0,-4.508,-0.101,9.01,8.42,6.647,0.446,0.387,0.389,,,
111,1998,102,1100,13.64,0.06,805,164.5,38.13,15.85,102.3,230.9,1.882,1.449,0,-4.508,-0.009,9.48,8.81,6.664,0.446,0.387,0.389,,,
111,1998,102,1115,13.64,0.115,815,165.7,40.28,16.19,102.3,235.8,1.894,1.479,0,-4.507,-0.003,9.97,9.21,6.69,0.446,0.387,0.388,,,
111,1998,102,1130,13.62,0.18,831,167.6,36.58,16.71,102.3,211.7,1.282,1.051,0,-4.507,-0.103,10.48,9.6,6.716,0.446,0.387,0.388,,,
111,1998,102,1145,13.64,0.201,841,169.5,37.72,16.5,102.3,233.9,1.866,1.518,0,-4.507,-0.102,11,10,6.754,0.447,0.387,0.388,,,
111,1998,102,1200,13.64,0.236,876,176.4,37.12,17.05,102.3,232.1,2.348,1.978,0,-4.507,-0.099,11.51,10.4,6.799,0.446,0.387,0.388,,,
111,1998,102,1215,13.64,0.259,904,185.8,38.93,17.16,102.3,222.8,2.331,1.917,0,-4.603,0,11.99,10.8,6.843,0.446,0.386,0.388,,,
111,1998,102,1230,13.64,0.264,879,182,39.87,17.24,102.3,209.5,2.369,2.086,0,-4.507,-0.104,12.46,11.18,6.899,0.445,0.386,0.388,,,
